"Gene","padj_1","p_value_1","lfcSE.x","stat.x","log2FC_1","baseMean.x","Symbol.x","Description.x","Synonyms.x","GeneType.x","EnsemblGeneID.x","Status.x","ChrAcc.x","ChrStart.x","ChrStop.x","Orientation.x","Length.x","GOFunctionID.x","GOProcessID.x","GOComponentID.x","GOFunction.x","GOProcess.x","GOComponent.x","padj_2","p_value_2","lfcSE.y","stat.y","log2FC_2","baseMean.y","Symbol.y","Description.y","Synonyms.y","GeneType.y","EnsemblGeneID.y","Status.y","ChrAcc.y","ChrStart.y","ChrStop.y","Orientation.y","Length.y","GOFunctionID.y","GOProcessID.y","GOComponentID.y","GOFunction.y","GOProcess.y","GOComponent.y","Regulation"
4852,0.000223,7.73e-06,0.3141,4.472576,1.4049927,101.15,"NPY","neuropeptide Y","PYY4","protein-coding","ENSG00000122585","active","NC_000007.14","24284190","24291862","positive",555,"GO:0001664///GO:0004930///GO:0005102///GO:0005179///GO:0005184///GO:0005246///GO:0005515///GO:0031841","GO:0002865///GO:0007187///GO:0007218///GO:0007268///GO:0007568///GO:0007631///GO:0008284///GO:0008343///GO:0010811///GO:0021954///GO:0021987///GO:0031175///GO:0032100///GO:0032903///GO:0042117///GO:0045776///GO:0045964///GO:0048572///GO:0050909///GO:0060575///GO:0070374///GO:0099509///GO:0099538///GO:1901215///GO:1904000///GO:1904407///GO:2000300","GO:0005576///GO:0005615///GO:0005794///GO:0043195///GO:0043204///GO:0048471///GO:0098982///GO:0098992","G protein-coupled receptor binding///G protein-coupled receptor activity///signaling receptor binding///hormone activity///neuropeptide hormone activity///calcium channel regulator activity///protein binding///neuropeptide Y receptor binding","negative regulation of acute inflammatory response to antigenic stimulus///G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger///neuropeptide signaling pathway///chemical synaptic transmission///aging///feeding behavior///positive regulation of cell population proliferation///adult feeding behavior///positive regulation of cell-substrate adhesion///central nervous system neuron development///cerebral cortex development///neuron projection development///positive regulation of appetite///regulation of nerve growth factor production///monocyte activation///negative regulation of blood pressure///positive regulation of dopamine metabolic process///short-day photoperiodism///sensory perception of taste///intestinal epithelial cell differentiation///positive regulation of ERK1 and ERK2 cascade///regulation of presynaptic cytosolic calcium ion concentration///synaptic signaling via neuropeptide///negative regulation of neuron death///positive regulation of eating behavior///positive regulation of nitric oxide metabolic process///regulation of synaptic vesicle exocytosis","extracellular region///extracellular space///Golgi apparatus///terminal bouton///perikaryon///perinuclear region of cytoplasm///GABA-ergic synapse///neuronal dense core vesicle",0.5507199,0.259,0.4123,-1.1277175,-0.4649366,117.29,"NPY","neuropeptide Y","PYY4","protein-coding","ENSG00000122585","active","NC_000007.14","24284190","24291862","positive",555,"GO:0001664///GO:0004930///GO:0005102///GO:0005179///GO:0005184///GO:0005246///GO:0005515///GO:0031841","GO:0002865///GO:0007187///GO:0007218///GO:0007268///GO:0007568///GO:0007631///GO:0008284///GO:0008343///GO:0010811///GO:0021954///GO:0021987///GO:0031175///GO:0032100///GO:0032903///GO:0042117///GO:0045776///GO:0045964///GO:0048572///GO:0050909///GO:0060575///GO:0070374///GO:0099509///GO:0099538///GO:1901215///GO:1904000///GO:1904407///GO:2000300","GO:0005576///GO:0005615///GO:0005794///GO:0043195///GO:0043204///GO:0048471///GO:0098982///GO:0098992","G protein-coupled receptor binding///G protein-coupled receptor activity///signaling receptor binding///hormone activity///neuropeptide hormone activity///calcium channel regulator activity///protein binding///neuropeptide Y receptor binding","negative regulation of acute inflammatory response to antigenic stimulus///G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger///neuropeptide signaling pathway///chemical synaptic transmission///aging///feeding behavior///positive regulation of cell population proliferation///adult feeding behavior///positive regulation of cell-substrate adhesion///central nervous system neuron development///cerebral cortex development///neuron projection development///positive regulation of appetite///regulation of nerve growth factor production///monocyte activation///negative regulation of blood pressure///positive regulation of dopamine metabolic process///short-day photoperiodism///sensory perception of taste///intestinal epithelial cell differentiation///positive regulation of ERK1 and ERK2 cascade///regulation of presynaptic cytosolic calcium ion concentration///synaptic signaling via neuropeptide///negative regulation of neuron death///positive regulation of eating behavior///positive regulation of nitric oxide metabolic process///regulation of synaptic vesicle exocytosis","extracellular region///extracellular space///Golgi apparatus///terminal bouton///perikaryon///perinuclear region of cytoplasm///GABA-ergic synapse///neuronal dense core vesicle","Upregulated"
4885,0.0158,0.00261,0.3745,3.009943,1.1273511,469.22,"NPTX2","neuronal pentraxin 2","NARP|NP-II|NP2","protein-coding","ENSG00000106236","active","NC_000007.14","98617285","98629869","positive",2713,"GO:0003674///GO:0005515///GO:0030246///GO:0046872","GO:0007268///GO:0008306///GO:0098962","GO:0005576///GO:0098978","molecular_function///protein binding///carbohydrate binding///metal ion binding","chemical synaptic transmission///associative learning///regulation of postsynaptic neurotransmitter receptor activity","extracellular region///glutamatergic synapse",0.02825432,0.000824,0.329,-3.3446815,-1.100513,840.45,"NPTX2","neuronal pentraxin 2","NARP|NP-II|NP2","protein-coding","ENSG00000106236","active","NC_000007.14","98617285","98629869","positive",2713,"GO:0003674///GO:0005515///GO:0030246///GO:0046872","GO:0007268///GO:0008306///GO:0098962","GO:0005576///GO:0098978","molecular_function///protein binding///carbohydrate binding///metal ion binding","chemical synaptic transmission///associative learning///regulation of postsynaptic neurotransmitter receptor activity","extracellular region///glutamatergic synapse","Upregulated"
5368,7.15e-05,1.6e-06,0.3495,4.797902,1.6766383,32.39,"PNOC","prepronociceptin","N/OFQ|NOP|OFQ|PPNOC|ppN/OFQ","protein-coding","ENSG00000168081","active","NC_000008.11","28316979","28343355","positive",2225,"GO:0001515///GO:0005184///GO:0031628","GO:0007165///GO:0007218///GO:0007268///GO:0007565///GO:0007600","GO:0005576///GO:0005886///GO:0030425///GO:0043025///GO:0043679","opioid peptide activity///neuropeptide hormone activity///opioid receptor binding","signal transduction///neuropeptide signaling pathway///chemical synaptic transmission///female pregnancy///sensory perception","extracellular region///plasma membrane///dendrite///neuronal cell body///axon terminus",0.22804725,0.0439,0.4637,-2.0151731,-0.9345302,18.88,"PNOC","prepronociceptin","N/OFQ|NOP|OFQ|PPNOC|ppN/OFQ","protein-coding","ENSG00000168081","active","NC_000008.11","28316979","28343355","positive",2225,"GO:0001515///GO:0005184///GO:0031628","GO:0007165///GO:0007218///GO:0007268///GO:0007565///GO:0007600","GO:0005576///GO:0005886///GO:0030425///GO:0043025///GO:0043679","opioid peptide activity///neuropeptide hormone activity///opioid receptor binding","signal transduction///neuropeptide signaling pathway///chemical synaptic transmission///female pregnancy///sensory perception","extracellular region///plasma membrane///dendrite///neuronal cell body///axon terminus","Upregulated"
5475,3.93e-05,7.42e-07,0.2945,4.950019,1.4577362,142.65,"PPEF1","protein phosphatase with EF-hand domain 1","PP7|PPEF|PPP7C|PPP7CA","protein-coding","ENSG00000086717","active","NC_000023.11","18675909","18827921","positive",3204,"GO:0004722///GO:0005506///GO:0005509///GO:0005515///GO:0017018///GO:0030145","GO:0006470///GO:0050906","GO:0005634///GO:0005829","protein serine/threonine phosphatase activity///iron ion binding///calcium ion binding///protein binding///myosin phosphatase activity///manganese ion binding","protein dephosphorylation///detection of stimulus involved in sensory perception","nucleus///cytosol",0.00197921,8.58e-06,0.329,-4.4501017,-1.4640517,31.81,"PPEF1","protein phosphatase with EF-hand domain 1","PP7|PPEF|PPP7C|PPP7CA","protein-coding","ENSG00000086717","active","NC_000023.11","18675909","18827921","positive",3204,"GO:0004722///GO:0005506///GO:0005509///GO:0005515///GO:0017018///GO:0030145","GO:0006470///GO:0050906","GO:0005634///GO:0005829","protein serine/threonine phosphatase activity///iron ion binding///calcium ion binding///protein binding///myosin phosphatase activity///manganese ion binding","protein dephosphorylation///detection of stimulus involved in sensory perception","nucleus///cytosol","Upregulated"
5649,0.00961,0.00129,0.3576,3.218755,1.1511725,1415.43,"RELN","reelin","ETL7|LIS2|PRO1598|RL","protein-coding","ENSG00000189056","active","NC_000007.14","103471784","103989658","negative",11713,"GO:0008236///GO:0046872///GO:0070325///GO:0070326","GO:0000904///GO:0001764///GO:0001934///GO:0006508///GO:0007155///GO:0007411///GO:0007417///GO:0007420///GO:0007616///GO:0007626///GO:0008306///GO:0010001///GO:0010976///GO:0014068///GO:0016358///GO:0018108///GO:0021511///GO:0021517///GO:0021766///GO:0021800///GO:0021819///GO:0032008///GO:0032793///GO:0035418///GO:0038026///GO:0045664///GO:0045860///GO:0048265///GO:0050731///GO:0050795///GO:0050804///GO:0051057///GO:0051968///GO:0060025///GO:0060291///GO:0061003///GO:0061098///GO:0090129///GO:0097114///GO:0097119///GO:0097120///GO:0097477///GO:1900273///GO:1902078///GO:1904936///GO:2000310///GO:2000463///GO:2000969///GO:2001222","GO:0005576///GO:0005615///GO:0005737///GO:0005886///GO:0030425///GO:0031012///GO:0043005///GO:0110157","serine-type peptidase activity///metal ion binding///lipoprotein particle receptor binding///very-low-density lipoprotein particle receptor binding","cell morphogenesis involved in differentiation///neuron migration///positive regulation of protein phosphorylation///proteolysis///cell adhesion///axon guidance///central nervous system development///brain development///long-term memory///locomotory behavior///associative learning///glial cell differentiation///positive regulation of neuron projection development///positive regulation of phosphatidylinositol 3-kinase signaling///dendrite development///peptidyl-tyrosine phosphorylation///spinal cord patterning///ventral spinal cord development///hippocampus development///cerebral cortex tangential migration///layer formation in cerebral cortex///positive regulation of TOR signaling///positive regulation of CREB transcription factor activity///protein localization to synapse///reelin-mediated signaling pathway///regulation of neuron differentiation///positive regulation of protein kinase activity///response to pain///positive regulation of peptidyl-tyrosine phosphorylation///regulation of behavior///modulation of chemical synaptic transmission///positive regulation of small GTPase mediated signal transduction///positive regulation of synaptic transmission, glutamatergic///regulation of synaptic activity///long-term synaptic potentiation///positive regulation of dendritic spine morphogenesis///positive regulation of protein tyrosine kinase activity///positive regulation of synapse maturation///NMDA glutamate receptor clustering///postsynaptic density protein 95 clustering///receptor localization to synapse///lateral motor column neuron migration///positive regulation of long-term synaptic potentiation///positive regulation of lateral motor column neuron migration///interneuron migration///regulation of NMDA receptor activity///positive regulation of excitatory postsynaptic potential///positive regulation of AMPA receptor activity///regulation of neuron migration","extracellular region///extracellular space///cytoplasm///plasma membrane///dendrite///extracellular matrix///neuron projection///reelin complex",0.32521474,0.0896,0.3624,1.6973702,0.615195,718.11,"RELN","reelin","ETL7|LIS2|PRO1598|RL","protein-coding","ENSG00000189056","active","NC_000007.14","103471784","103989658","negative",11713,"GO:0008236///GO:0046872///GO:0070325///GO:0070326","GO:0000904///GO:0001764///GO:0001934///GO:0006508///GO:0007155///GO:0007411///GO:0007417///GO:0007420///GO:0007616///GO:0007626///GO:0008306///GO:0010001///GO:0010976///GO:0014068///GO:0016358///GO:0018108///GO:0021511///GO:0021517///GO:0021766///GO:0021800///GO:0021819///GO:0032008///GO:0032793///GO:0035418///GO:0038026///GO:0045664///GO:0045860///GO:0048265///GO:0050731///GO:0050795///GO:0050804///GO:0051057///GO:0051968///GO:0060025///GO:0060291///GO:0061003///GO:0061098///GO:0090129///GO:0097114///GO:0097119///GO:0097120///GO:0097477///GO:1900273///GO:1902078///GO:1904936///GO:2000310///GO:2000463///GO:2000969///GO:2001222","GO:0005576///GO:0005615///GO:0005737///GO:0005886///GO:0030425///GO:0031012///GO:0043005///GO:0110157","serine-type peptidase activity///metal ion binding///lipoprotein particle receptor binding///very-low-density lipoprotein particle receptor binding","cell morphogenesis involved in differentiation///neuron migration///positive regulation of protein phosphorylation///proteolysis///cell adhesion///axon guidance///central nervous system development///brain development///long-term memory///locomotory behavior///associative learning///glial cell differentiation///positive regulation of neuron projection development///positive regulation of phosphatidylinositol 3-kinase signaling///dendrite development///peptidyl-tyrosine phosphorylation///spinal cord patterning///ventral spinal cord development///hippocampus development///cerebral cortex tangential migration///layer formation in cerebral cortex///positive regulation of TOR signaling///positive regulation of CREB transcription factor activity///protein localization to synapse///reelin-mediated signaling pathway///regulation of neuron differentiation///positive regulation of protein kinase activity///response to pain///positive regulation of peptidyl-tyrosine phosphorylation///regulation of behavior///modulation of chemical synaptic transmission///positive regulation of small GTPase mediated signal transduction///positive regulation of synaptic transmission, glutamatergic///regulation of synaptic activity///long-term synaptic potentiation///positive regulation of dendritic spine morphogenesis///positive regulation of protein tyrosine kinase activity///positive regulation of synapse maturation///NMDA glutamate receptor clustering///postsynaptic density protein 95 clustering///receptor localization to synapse///lateral motor column neuron migration///positive regulation of long-term synaptic potentiation///positive regulation of lateral motor column neuron migration///interneuron migration///regulation of NMDA receptor activity///positive regulation of excitatory postsynaptic potential///positive regulation of AMPA receptor activity///regulation of neuron migration","extracellular region///extracellular space///cytoplasm///plasma membrane///dendrite///extracellular matrix///neuron projection///reelin complex","Upregulated"
5816,0.00313,0.000267,0.3188,3.645058,1.1619304,227.63,"PVALB","parvalbumin","D22S749","protein-coding","ENSG00000100362","active","NC_000022.11","36800703","36819499","negative",619,"GO:0005509///GO:0042802///GO:0044877","GO:0010467///GO:0090102///GO:0098976///GO:0098977","GO:0005634///GO:0005737///GO:0030424///GO:0032420///GO:0032437///GO:0032991///GO:0043025///GO:0045202","calcium ion binding///identical protein binding///protein-containing complex binding","gene expression///cochlea development///excitatory chemical synaptic transmission///inhibitory chemical synaptic transmission","nucleus///cytoplasm///axon///stereocilium///cuticular plate///protein-containing complex///neuronal cell body///synapse",0.82531667,0.624,0.6173,0.4899954,0.3024579,25.08,"PVALB","parvalbumin","D22S749","protein-coding","ENSG00000100362","active","NC_000022.11","36800703","36819499","negative",619,"GO:0005509///GO:0042802///GO:0044877","GO:0010467///GO:0090102///GO:0098976///GO:0098977","GO:0005634///GO:0005737///GO:0030424///GO:0032420///GO:0032437///GO:0032991///GO:0043025///GO:0045202","calcium ion binding///identical protein binding///protein-containing complex binding","gene expression///cochlea development///excitatory chemical synaptic transmission///inhibitory chemical synaptic transmission","nucleus///cytoplasm///axon///stereocilium///cuticular plate///protein-containing complex///neuronal cell body///synapse","Upregulated"
5865,1.56e-08,1.57e-11,0.2192,6.74101,1.4774721,1078.84,"RAB3B","RAB3B, member RAS oncogene family","","protein-coding","ENSG00000169213","active","NC_000001.11","51907956","51990700","negative",13142,"GO:0003924///GO:0005515///GO:0005525///GO:0019003///GO:0031489","GO:0006904///GO:0009306///GO:0017157///GO:0019882///GO:0051586///GO:0072659///GO:0097494///GO:0098693","GO:0005737///GO:0005768///GO:0005794///GO:0005829///GO:0005886///GO:0008021///GO:0030672///GO:0031982///GO:0043231///GO:0048471///GO:0070062///GO:0098691","GTPase activity///protein binding///GTP binding///GDP binding///myosin V binding","vesicle docking involved in exocytosis///protein secretion///regulation of exocytosis///antigen processing and presentation///positive regulation of dopamine uptake involved in synaptic transmission///protein localization to plasma membrane///regulation of vesicle size///regulation of synaptic vesicle cycle","cytoplasm///endosome///Golgi apparatus///cytosol///plasma membrane///synaptic vesicle///synaptic vesicle membrane///vesicle///intracellular membrane-bounded organelle///perinuclear region of cytoplasm///extracellular exosome///dopaminergic synapse",0.82068858,0.616,0.3846,-0.5020201,-0.1930892,777.52,"RAB3B","RAB3B, member RAS oncogene family","","protein-coding","ENSG00000169213","active","NC_000001.11","51907956","51990700","negative",13142,"GO:0003924///GO:0005515///GO:0005525///GO:0019003///GO:0031489","GO:0006904///GO:0009306///GO:0017157///GO:0019882///GO:0051586///GO:0072659///GO:0097494///GO:0098693","GO:0005737///GO:0005768///GO:0005794///GO:0005829///GO:0005886///GO:0008021///GO:0030672///GO:0031982///GO:0043231///GO:0048471///GO:0070062///GO:0098691","GTPase activity///protein binding///GTP binding///GDP binding///myosin V binding","vesicle docking involved in exocytosis///protein secretion///regulation of exocytosis///antigen processing and presentation///positive regulation of dopamine uptake involved in synaptic transmission///protein localization to plasma membrane///regulation of vesicle size///regulation of synaptic vesicle cycle","cytoplasm///endosome///Golgi apparatus///cytosol///plasma membrane///synaptic vesicle///synaptic vesicle membrane///vesicle///intracellular membrane-bounded organelle///perinuclear region of cytoplasm///extracellular exosome///dopaminergic synapse","Upregulated"
6750,6.05e-06,5.4e-08,0.4692,5.437528,2.5512877,139,"SST","somatostatin","SMST|SST1","protein-coding","ENSG00000157005","active","NC_000003.12","187668912","187670394","negative",607,"GO:0005179///GO:0005515","GO:0006972///GO:0007166///GO:0007186///GO:0007267///GO:0007268///GO:0007584///GO:0007586///GO:0008285///GO:0008628///GO:0009408///GO:0009410///GO:0010447///GO:0030334///GO:0043200///GO:0048545///GO:0099072","GO:0005576///GO:0005615///GO:0043025///GO:0098982///GO:0098992","hormone activity///protein binding","hyperosmotic response///cell surface receptor signaling pathway///G protein-coupled receptor signaling pathway///cell-cell signaling///chemical synaptic transmission///response to nutrient///digestion///negative regulation of cell population proliferation///hormone-mediated apoptotic signaling pathway///response to heat///response to xenobiotic stimulus///response to acidic pH///regulation of cell migration///response to amino acid///response to steroid hormone///regulation of postsynaptic membrane neurotransmitter receptor levels","extracellular region///extracellular space///neuronal cell body///GABA-ergic synapse///neuronal dense core vesicle",0.0050677,4.23e-05,0.4764,-4.094474,-1.9507618,125.88,"SST","somatostatin","SMST|SST1","protein-coding","ENSG00000157005","active","NC_000003.12","187668912","187670394","negative",607,"GO:0005179///GO:0005515","GO:0006972///GO:0007166///GO:0007186///GO:0007267///GO:0007268///GO:0007584///GO:0007586///GO:0008285///GO:0008628///GO:0009408///GO:0009410///GO:0010447///GO:0030334///GO:0043200///GO:0048545///GO:0099072","GO:0005576///GO:0005615///GO:0043025///GO:0098982///GO:0098992","hormone activity///protein binding","hyperosmotic response///cell surface receptor signaling pathway///G protein-coupled receptor signaling pathway///cell-cell signaling///chemical synaptic transmission///response to nutrient///digestion///negative regulation of cell population proliferation///hormone-mediated apoptotic signaling pathway///response to heat///response to xenobiotic stimulus///response to acidic pH///regulation of cell migration///response to amino acid///response to steroid hormone///regulation of postsynaptic membrane neurotransmitter receptor levels","extracellular region///extracellular space///neuronal cell body///GABA-ergic synapse///neuronal dense core vesicle","Upregulated"
6804,1.29e-07,3.22e-10,0.1987,6.287716,1.2494373,1384.82,"STX1A","syntaxin 1A","HPC-1|P35-1|STX1|SYN1A","protein-coding","ENSG00000106089","active","NC_000007.14","73699210","73719673","negative",2855,"GO:0000149///GO:0005484///GO:0005515///GO:0019855///GO:0019869///GO:0019900///GO:0019904///GO:0032028///GO:0042802///GO:0043008///GO:0044325///GO:0044877///GO:0047485///GO:0048306","GO:0001956///GO:0006886///GO:0006887///GO:0006906///GO:0009629///GO:0010701///GO:0010807///GO:0016079///GO:0016081///GO:0016925///GO:0017156///GO:0030073///GO:0031629///GO:0032940///GO:0033605///GO:0035493///GO:0045956///GO:0048278///GO:0048488///GO:0050796///GO:0072657///GO:2000463","GO:0005576///GO:0005829///GO:0005886///GO:0008021///GO:0012505///GO:0016020///GO:0030141///GO:0030424///GO:0030672///GO:0031201///GO:0031965///GO:0042641///GO:0043005///GO:0048787///GO:0070032///GO:0070033///GO:0070044///GO:0098685///GO:0098839///GO:0098978","SNARE binding///SNAP receptor activity///protein binding///calcium channel inhibitor activity///chloride channel inhibitor activity///kinase binding///protein domain specific binding///myosin head/neck binding///identical protein binding///ATP-dependent protein binding///transmembrane transporter binding///protein-containing complex binding///protein N-terminus binding///calcium-dependent protein binding","positive regulation of neurotransmitter secretion///intracellular protein transport///exocytosis///vesicle fusion///response to gravity///positive regulation of norepinephrine secretion///regulation of synaptic vesicle priming///synaptic vesicle exocytosis///synaptic vesicle docking///protein sumoylation///calcium-ion regulated exocytosis///insulin secretion///synaptic vesicle fusion to presynaptic active zone membrane///secretion by cell///positive regulation of catecholamine secretion///SNARE complex assembly///positive regulation of calcium ion-dependent exocytosis///vesicle docking///synaptic vesicle endocytosis///regulation of insulin secretion///protein localization to membrane///positive regulation of excitatory postsynaptic potential","extracellular region///cytosol///plasma membrane///synaptic vesicle///endomembrane system///membrane///secretory granule///axon///synaptic vesicle membrane///SNARE complex///nuclear membrane///actomyosin///neuron projection///presynaptic active zone membrane///synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex///synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex///synaptobrevin 2-SNAP-25-syntaxin-1a complex///Schaffer collateral - CA1 synapse///postsynaptic density membrane///glutamatergic synapse",0.10863945,0.0106,0.2677,-2.5544698,-0.6838796,1744.1,"STX1A","syntaxin 1A","HPC-1|P35-1|STX1|SYN1A","protein-coding","ENSG00000106089","active","NC_000007.14","73699210","73719673","negative",2855,"GO:0000149///GO:0005484///GO:0005515///GO:0019855///GO:0019869///GO:0019900///GO:0019904///GO:0032028///GO:0042802///GO:0043008///GO:0044325///GO:0044877///GO:0047485///GO:0048306","GO:0001956///GO:0006886///GO:0006887///GO:0006906///GO:0009629///GO:0010701///GO:0010807///GO:0016079///GO:0016081///GO:0016925///GO:0017156///GO:0030073///GO:0031629///GO:0032940///GO:0033605///GO:0035493///GO:0045956///GO:0048278///GO:0048488///GO:0050796///GO:0072657///GO:2000463","GO:0005576///GO:0005829///GO:0005886///GO:0008021///GO:0012505///GO:0016020///GO:0030141///GO:0030424///GO:0030672///GO:0031201///GO:0031965///GO:0042641///GO:0043005///GO:0048787///GO:0070032///GO:0070033///GO:0070044///GO:0098685///GO:0098839///GO:0098978","SNARE binding///SNAP receptor activity///protein binding///calcium channel inhibitor activity///chloride channel inhibitor activity///kinase binding///protein domain specific binding///myosin head/neck binding///identical protein binding///ATP-dependent protein binding///transmembrane transporter binding///protein-containing complex binding///protein N-terminus binding///calcium-dependent protein binding","positive regulation of neurotransmitter secretion///intracellular protein transport///exocytosis///vesicle fusion///response to gravity///positive regulation of norepinephrine secretion///regulation of synaptic vesicle priming///synaptic vesicle exocytosis///synaptic vesicle docking///protein sumoylation///calcium-ion regulated exocytosis///insulin secretion///synaptic vesicle fusion to presynaptic active zone membrane///secretion by cell///positive regulation of catecholamine secretion///SNARE complex assembly///positive regulation of calcium ion-dependent exocytosis///vesicle docking///synaptic vesicle endocytosis///regulation of insulin secretion///protein localization to membrane///positive regulation of excitatory postsynaptic potential","extracellular region///cytosol///plasma membrane///synaptic vesicle///endomembrane system///membrane///secretory granule///axon///synaptic vesicle membrane///SNARE complex///nuclear membrane///actomyosin///neuron projection///presynaptic active zone membrane///synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex///synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex///synaptobrevin 2-SNAP-25-syntaxin-1a complex///Schaffer collateral - CA1 synapse///postsynaptic density membrane///glutamatergic synapse","Upregulated"
6855,0.000238,8.39e-06,0.249,4.454938,1.1092536,7839.73,"SYP","synaptophysin","MRX96|MRXSYP|XLID96","protein-coding","ENSG00000102003","active","NC_000023.11","49187812","49200202","negative",2433,"GO:0005515///GO:0015485///GO:0042169///GO:0042802///GO:0043621","GO:0006897///GO:0016188///GO:0048168///GO:0048169///GO:0048172///GO:0048488///GO:0048499///GO:0071310///GO:2000300///GO:2000474","GO:0008021///GO:0030672///GO:0031594///GO:0042734///GO:0043005///GO:0043195///GO:0048471///GO:0048786///GO:0060076///GO:0098685","protein binding///cholesterol binding///SH2 domain binding///identical protein binding///protein self-association","endocytosis///synaptic vesicle maturation///regulation of neuronal synaptic plasticity///regulation of long-term neuronal synaptic plasticity///regulation of short-term neuronal synaptic plasticity///synaptic vesicle endocytosis///synaptic vesicle membrane organization///cellular response to organic substance///regulation of synaptic vesicle exocytosis///regulation of opioid receptor signaling pathway","synaptic vesicle///synaptic vesicle membrane///neuromuscular junction///presynaptic membrane///neuron projection///terminal bouton///perinuclear region of cytoplasm///presynaptic active zone///excitatory synapse///Schaffer collateral - CA1 synapse",0.04333837,0.00171,0.3102,-3.1366882,-0.9728622,4401.28,"SYP","synaptophysin","MRX96|MRXSYP|XLID96","protein-coding","ENSG00000102003","active","NC_000023.11","49187812","49200202","negative",2433,"GO:0005515///GO:0015485///GO:0042169///GO:0042802///GO:0043621","GO:0006897///GO:0016188///GO:0048168///GO:0048169///GO:0048172///GO:0048488///GO:0048499///GO:0071310///GO:2000300///GO:2000474","GO:0008021///GO:0030672///GO:0031594///GO:0042734///GO:0043005///GO:0043195///GO:0048471///GO:0048786///GO:0060076///GO:0098685","protein binding///cholesterol binding///SH2 domain binding///identical protein binding///protein self-association","endocytosis///synaptic vesicle maturation///regulation of neuronal synaptic plasticity///regulation of long-term neuronal synaptic plasticity///regulation of short-term neuronal synaptic plasticity///synaptic vesicle endocytosis///synaptic vesicle membrane organization///cellular response to organic substance///regulation of synaptic vesicle exocytosis///regulation of opioid receptor signaling pathway","synaptic vesicle///synaptic vesicle membrane///neuromuscular junction///presynaptic membrane///neuron projection///terminal bouton///perinuclear region of cytoplasm///presynaptic active zone///excitatory synapse///Schaffer collateral - CA1 synapse","Upregulated"
6863,7.47e-06,7.28e-08,0.3057,5.384071,1.6457975,114.81,"TAC1","tachykinin precursor 1","Hs.2563|NK2|NKNA|NPK|TAC2","protein-coding","ENSG00000006128","active","NC_000007.14","97732086","97740472","positive",1061,"GO:0031835","GO:0006954///GO:0007204///GO:0007217///GO:0007218///GO:0007267///GO:0007268///GO:0007320///GO:0009582///GO:0019233///GO:0048265///GO:1990090","GO:0005576///GO:0005615///GO:0030424///GO:0043025///GO:0045202","substance P receptor binding","inflammatory response///positive regulation of cytosolic calcium ion concentration///tachykinin receptor signaling pathway///neuropeptide signaling pathway///cell-cell signaling///chemical synaptic transmission///insemination///detection of abiotic stimulus///sensory perception of pain///response to pain///cellular response to nerve growth factor stimulus","extracellular region///extracellular space///axon///neuronal cell body///synapse",0.05146992,0.00243,0.4114,-3.0323787,-1.2474677,25.22,"TAC1","tachykinin precursor 1","Hs.2563|NK2|NKNA|NPK|TAC2","protein-coding","ENSG00000006128","active","NC_000007.14","97732086","97740472","positive",1061,"GO:0031835","GO:0006954///GO:0007204///GO:0007217///GO:0007218///GO:0007267///GO:0007268///GO:0007320///GO:0009582///GO:0019233///GO:0048265///GO:1990090","GO:0005576///GO:0005615///GO:0030424///GO:0043025///GO:0045202","substance P receptor binding","inflammatory response///positive regulation of cytosolic calcium ion concentration///tachykinin receptor signaling pathway///neuropeptide signaling pathway///cell-cell signaling///chemical synaptic transmission///insemination///detection of abiotic stimulus///sensory perception of pain///response to pain///cellular response to nerve growth factor stimulus","extracellular region///extracellular space///axon///neuronal cell body///synapse","Upregulated"
