"Gene","padj_1","p_value_1","lfcSE.x","stat.x","log2FC_1","baseMean.x","Symbol.x","Description.x","Synonyms.x","GeneType.x","EnsemblGeneID.x","Status.x","ChrAcc.x","ChrStart.x","ChrStop.x","Orientation.x","Length.x","GOFunctionID.x","GOProcessID.x","GOComponentID.x","GOFunction.x","GOProcess.x","GOComponent.x","padj_2","p_value_2","lfcSE.y","stat.y","log2FC_2","baseMean.y","Symbol.y","Description.y","Synonyms.y","GeneType.y","EnsemblGeneID.y","Status.y","ChrAcc.y","ChrStart.y","ChrStop.y","Orientation.y","Length.y","GOFunctionID.y","GOProcessID.y","GOComponentID.y","GOFunction.y","GOProcess.y","GOComponent.y","Regulation"
80122,0.000407,1.69e-05,0.2964,-4.302576,-1.2754977,19.19,"MAP3K19","mitogen-activated protein kinase kinase kinase 19","RCK|YSK4","protein-coding","ENSG00000176601","active","NC_000002.12","134963875","135047468","negative",7092,"GO:0004672///GO:0004674///GO:0005524///GO:0106310","GO:0006468///GO:0007165","","protein kinase activity///protein serine/threonine kinase activity///ATP binding///protein serine kinase activity","protein phosphorylation///signal transduction","",0.23647743,0.0471,0.3184,1.9853551,0.6321519,12,"MAP3K19","mitogen-activated protein kinase kinase kinase 19","RCK|YSK4","protein-coding","ENSG00000176601","active","NC_000002.12","134963875","135047468","negative",7092,"GO:0004672///GO:0004674///GO:0005524///GO:0106310","GO:0006468///GO:0007165","","protein kinase activity///protein serine/threonine kinase activity///ATP binding///protein serine kinase activity","protein phosphorylation///signal transduction","","Downregulated"
81575,1.51e-05,1.93e-07,0.2618,-5.206099,-1.362937,938.15,"APOLD1","apolipoprotein L domain containing 1","VERGE","protein-coding","ENSG00000178878","active","NC_000012.12","12725917","12791466","positive",4774,"GO:0008289","GO:0001525///GO:0006869///GO:0030154///GO:0042157///GO:0045601","GO:0005576///GO:0005886","lipid binding","angiogenesis///lipid transport///cell differentiation///lipoprotein metabolic process///regulation of endothelial cell differentiation","extracellular region///plasma membrane",0.61586676,0.33,0.2262,-0.9750615,-0.2205596,1331.71,"APOLD1","apolipoprotein L domain containing 1","VERGE","protein-coding","ENSG00000178878","active","NC_000012.12","12725917","12791466","positive",4774,"GO:0008289","GO:0001525///GO:0006869///GO:0030154///GO:0042157///GO:0045601","GO:0005576///GO:0005886","lipid binding","angiogenesis///lipid transport///cell differentiation///lipoprotein metabolic process///regulation of endothelial cell differentiation","extracellular region///plasma membrane","Downregulated"
81788,0.0203,0.00367,0.4996,-2.90518,-1.451445,37.97,"NUAK2","NUAK family kinase 2","ANPH2|SNARK","protein-coding","ENSG00000163545","active","NC_000001.11","205302059","205321745","negative",3505,"GO:0000287///GO:0004674///GO:0005515///GO:0005524///GO:0106310","GO:0006468///GO:0006915///GO:0030036///GO:0034504///GO:0035330///GO:0035556///GO:0042149///GO:0043066","GO:0005737","magnesium ion binding///protein serine/threonine kinase activity///protein binding///ATP binding///protein serine kinase activity","protein phosphorylation///apoptotic process///actin cytoskeleton organization///protein localization to nucleus///regulation of hippo signaling///intracellular signal transduction///cellular response to glucose starvation///negative regulation of apoptotic process","cytoplasm",0.68821806,0.417,0.3057,0.8121893,0.2483117,57.25,"NUAK2","NUAK family kinase 2","ANPH2|SNARK","protein-coding","ENSG00000163545","active","NC_000001.11","205302059","205321745","negative",3505,"GO:0000287///GO:0004674///GO:0005515///GO:0005524///GO:0106310","GO:0006468///GO:0006915///GO:0030036///GO:0034504///GO:0035330///GO:0035556///GO:0042149///GO:0043066","GO:0005737","magnesium ion binding///protein serine/threonine kinase activity///protein binding///ATP binding///protein serine kinase activity","protein phosphorylation///apoptotic process///actin cytoskeleton organization///protein localization to nucleus///regulation of hippo signaling///intracellular signal transduction///cellular response to glucose starvation///negative regulation of apoptotic process","cytoplasm","Downregulated"
84106,0.0374,0.00854,0.4284,-2.629872,-1.1266831,66.61,"PRAM1","PML-RARA regulated adaptor molecule 1","PML-RAR|PRAM-1","protein-coding","ENSG00000133246","active","NC_000019.10","8490055","8502640","negative",2403,"GO:0005515///GO:0008289///GO:0019901","GO:0007229///GO:0043313///GO:0050852///GO:0072659","GO:0005886///GO:0032991","protein binding///lipid binding///protein kinase binding","integrin-mediated signaling pathway///regulation of neutrophil degranulation///T cell receptor signaling pathway///protein localization to plasma membrane","plasma membrane///protein-containing complex",0.92574211,0.824,0.3134,-0.2228688,-0.0698407,134.29,"PRAM1","PML-RARA regulated adaptor molecule 1","PML-RAR|PRAM-1","protein-coding","ENSG00000133246","active","NC_000019.10","8490055","8502640","negative",2403,"GO:0005515///GO:0008289///GO:0019901","GO:0007229///GO:0043313///GO:0050852///GO:0072659","GO:0005886///GO:0032991","protein binding///lipid binding///protein kinase binding","integrin-mediated signaling pathway///regulation of neutrophil degranulation///T cell receptor signaling pathway///protein localization to plasma membrane","plasma membrane///protein-containing complex","Downregulated"
84166,0.00648,0.000745,0.3711,-3.372401,-1.2514474,139.52,"NLRC5","NLR family CARD domain containing 5","CLR16.1|NOD27|NOD4","protein-coding","ENSG00000140853","active","NC_000016.10","56989547","57083524","positive",7744,"GO:0000978///GO:0005515///GO:0005524","GO:0032088///GO:0035556///GO:0043549///GO:0045087///GO:0045345///GO:0045944///GO:0051607///GO:0060335///GO:0060339///GO:0060340","GO:0005634///GO:0005737///GO:0005813///GO:0005829","RNA polymerase II cis-regulatory region sequence-specific DNA binding///protein binding///ATP binding","negative regulation of NF-kappaB transcription factor activity///intracellular signal transduction///regulation of kinase activity///innate immune response///positive regulation of MHC class I biosynthetic process///positive regulation of transcription by RNA polymerase II///defense response to virus///positive regulation of type II interferon-mediated signaling pathway///negative regulation of type I interferon-mediated signaling pathway///positive regulation of type I interferon-mediated signaling pathway","nucleus///cytoplasm///centrosome///cytosol",0.97265119,0.938,0.2959,0.0783713,0.0231888,327.61,"NLRC5","NLR family CARD domain containing 5","CLR16.1|NOD27|NOD4","protein-coding","ENSG00000140853","active","NC_000016.10","56989547","57083524","positive",7744,"GO:0000978///GO:0005515///GO:0005524","GO:0032088///GO:0035556///GO:0043549///GO:0045087///GO:0045345///GO:0045944///GO:0051607///GO:0060335///GO:0060339///GO:0060340","GO:0005634///GO:0005737///GO:0005813///GO:0005829","RNA polymerase II cis-regulatory region sequence-specific DNA binding///protein binding///ATP binding","negative regulation of NF-kappaB transcription factor activity///intracellular signal transduction///regulation of kinase activity///innate immune response///positive regulation of MHC class I biosynthetic process///positive regulation of transcription by RNA polymerase II///defense response to virus///positive regulation of type II interferon-mediated signaling pathway///negative regulation of type I interferon-mediated signaling pathway///positive regulation of type I interferon-mediated signaling pathway","nucleus///cytoplasm///centrosome///cytosol","Downregulated"
84779,0.000548,2.56e-05,0.3522,-4.209745,-1.4827084,22.2,"NAA11","N-alpha-acetyltransferase 11, NatA catalytic subunit","ARD1B|ARD2|hARD2","protein-coding","ENSG00000156269","active","NC_000004.12","79155237","79326061","negative",12059,"GO:0004596///GO:0005515///GO:1990189///GO:1990190","GO:0006474","GO:0005654///GO:0005737///GO:0005794///GO:0005813///GO:0005829///GO:0031415","peptide alpha-N-acetyltransferase activity///protein binding///peptide-serine-alpha-N-acetyltransferase activity///peptide-glutamate-alpha-N-acetyltransferase activity","N-terminal protein amino acid acetylation","nucleoplasm///cytoplasm///Golgi apparatus///centrosome///cytosol///NatA complex",0.23268794,0.0458,0.4679,1.9976643,0.9347619,32.68,"NAA11","N-alpha-acetyltransferase 11, NatA catalytic subunit","ARD1B|ARD2|hARD2","protein-coding","ENSG00000156269","active","NC_000004.12","79155237","79326061","negative",12059,"GO:0004596///GO:0005515///GO:1990189///GO:1990190","GO:0006474","GO:0005654///GO:0005737///GO:0005794///GO:0005813///GO:0005829///GO:0031415","peptide alpha-N-acetyltransferase activity///protein binding///peptide-serine-alpha-N-acetyltransferase activity///peptide-glutamate-alpha-N-acetyltransferase activity","N-terminal protein amino acid acetylation","nucleoplasm///cytoplasm///Golgi apparatus///centrosome///cytosol///NatA complex","Downregulated"
85450,0.0035,0.000309,0.3064,-3.607655,-1.1055594,116.75,"ITPRIP","inositol 1,4,5-trisphosphate receptor interacting protein","DANGER|KIAA1754|bA127L20|bA127L20.2","protein-coding","ENSG00000148841","active","NC_000010.11","104309696","104338465","negative",7161,"GO:0004860///GO:0005515","GO:0008625///GO:0043086///GO:1902042","GO:0005640///GO:0005886///GO:0016020","protein kinase inhibitor activity///protein binding","extrinsic apoptotic signaling pathway via death domain receptors///negative regulation of catalytic activity///negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","nuclear outer membrane///plasma membrane///membrane",0.18447094,0.029,0.1698,2.1835115,0.3707086,260.22,"ITPRIP","inositol 1,4,5-trisphosphate receptor interacting protein","DANGER|KIAA1754|bA127L20|bA127L20.2","protein-coding","ENSG00000148841","active","NC_000010.11","104309696","104338465","negative",7161,"GO:0004860///GO:0005515","GO:0008625///GO:0043086///GO:1902042","GO:0005640///GO:0005886///GO:0016020","protein kinase inhibitor activity///protein binding","extrinsic apoptotic signaling pathway via death domain receptors///negative regulation of catalytic activity///negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","nuclear outer membrane///plasma membrane///membrane","Downregulated"
85477,0.0349,0.00772,0.4389,-2.663976,-1.1690872,124.48,"SCIN","scinderin","","protein-coding","ENSG00000006747","active","NC_000007.14","12570720","12660182","positive",9890,"GO:0001786///GO:0003779///GO:0005509///GO:0005545///GO:0005546///GO:0051015","GO:0007417///GO:0008154///GO:0008285///GO:0017156///GO:0030031///GO:0032330///GO:0042989///GO:0043065///GO:0045010///GO:0045654///GO:0051014///GO:0051016///GO:0051047///GO:0051127///GO:0051693","GO:0002102///GO:0005737///GO:0005903///GO:0005938///GO:0015629///GO:0042995///GO:0070062///GO:0070161","phosphatidylserine binding///actin binding///calcium ion binding///1-phosphatidylinositol binding///phosphatidylinositol-4,5-bisphosphate binding///actin filament binding","central nervous system development///actin polymerization or depolymerization///negative regulation of cell population proliferation///calcium-ion regulated exocytosis///cell projection assembly///regulation of chondrocyte differentiation///sequestering of actin monomers///positive regulation of apoptotic process///actin nucleation///positive regulation of megakaryocyte differentiation///actin filament severing///barbed-end actin filament capping///positive regulation of secretion///positive regulation of actin nucleation///actin filament capping","podosome///cytoplasm///brush border///cell cortex///actin cytoskeleton///cell projection///extracellular exosome///anchoring junction",0.94282805,0.864,0.4554,-0.1707695,-0.0777667,226.12,"SCIN","scinderin","","protein-coding","ENSG00000006747","active","NC_000007.14","12570720","12660182","positive",9890,"GO:0001786///GO:0003779///GO:0005509///GO:0005545///GO:0005546///GO:0051015","GO:0007417///GO:0008154///GO:0008285///GO:0017156///GO:0030031///GO:0032330///GO:0042989///GO:0043065///GO:0045010///GO:0045654///GO:0051014///GO:0051016///GO:0051047///GO:0051127///GO:0051693","GO:0002102///GO:0005737///GO:0005903///GO:0005938///GO:0015629///GO:0042995///GO:0070062///GO:0070161","phosphatidylserine binding///actin binding///calcium ion binding///1-phosphatidylinositol binding///phosphatidylinositol-4,5-bisphosphate binding///actin filament binding","central nervous system development///actin polymerization or depolymerization///negative regulation of cell population proliferation///calcium-ion regulated exocytosis///cell projection assembly///regulation of chondrocyte differentiation///sequestering of actin monomers///positive regulation of apoptotic process///actin nucleation///positive regulation of megakaryocyte differentiation///actin filament severing///barbed-end actin filament capping///positive regulation of secretion///positive regulation of actin nucleation///actin filament capping","podosome///cytoplasm///brush border///cell cortex///actin cytoskeleton///cell projection///extracellular exosome///anchoring junction","Downregulated"
89857,0.0159,0.00264,0.4493,-3.007268,-1.3511206,51.01,"KLHL6","kelch like family member 6","","protein-coding","ENSG00000172578","active","NC_000003.12","183487551","183555711","negative",7711,"GO:0005515","GO:0002467///GO:0009617///GO:0050853","","protein binding","germinal center formation///response to bacterium///B cell receptor signaling pathway","",0.46994526,0.189,0.3962,1.3137939,0.5205813,91.8,"KLHL6","kelch like family member 6","","protein-coding","ENSG00000172578","active","NC_000003.12","183487551","183555711","negative",7711,"GO:0005515","GO:0002467///GO:0009617///GO:0050853","","protein binding","germinal center formation///response to bacterium///B cell receptor signaling pathway","","Downregulated"
93035,0.0025,2e-04,0.4104,-3.718941,-1.5261066,18.28,"PKHD1L1","PKHD1 like 1","PKHDL1","protein-coding","ENSG00000205038","active","NC_000008.11","109362461","109537207","positive",23057,"GO:0038023","GO:0006955///GO:0007605","GO:0005615///GO:0005829///GO:0016020///GO:0032426///GO:0120234","signaling receptor activity","immune response///sensory perception of sound","extracellular space///cytosol///membrane///stereocilium tip///stereocilium coat",0.61616702,0.33,0.5729,0.9744278,0.5582158,22.28,"PKHD1L1","PKHD1 like 1","PKHDL1","protein-coding","ENSG00000205038","active","NC_000008.11","109362461","109537207","positive",23057,"GO:0038023","GO:0006955///GO:0007605","GO:0005615///GO:0005829///GO:0016020///GO:0032426///GO:0120234","signaling receptor activity","immune response///sensory perception of sound","extracellular space///cytosol///membrane///stereocilium tip///stereocilium coat","Downregulated"
93589,0.0144,0.00228,0.4614,-3.051363,-1.4080117,35.77,"CACNA2D4","calcium voltage-gated channel auxiliary subunit alpha2delta 4","RCD4","protein-coding","ENSG00000151062","active","NC_000012.12","1791963","1922606","negative",9438,"GO:0005245///GO:0046872","GO:0034765///GO:0050908///GO:0070588","GO:0005891","voltage-gated calcium channel activity///metal ion binding","regulation of ion transmembrane transport///detection of light stimulus involved in visual perception///calcium ion transmembrane transport","voltage-gated calcium channel complex",0.68821806,0.417,0.3747,-0.8123217,-0.304383,49.24,"CACNA2D4","calcium voltage-gated channel auxiliary subunit alpha2delta 4","RCD4","protein-coding","ENSG00000151062","active","NC_000012.12","1791963","1922606","negative",9438,"GO:0005245///GO:0046872","GO:0034765///GO:0050908///GO:0070588","GO:0005891","voltage-gated calcium channel activity///metal ion binding","regulation of ion transmembrane transport///detection of light stimulus involved in visual perception///calcium ion transmembrane transport","voltage-gated calcium channel complex","Downregulated"
113115,0.0242,0.00471,0.3949,-2.826515,-1.1163094,27.29,"MTFR2","mitochondrial fission regulator 2","DUFD1|FAM54A","protein-coding","ENSG00000146410","active","NC_000006.12","136231030","136253659","negative",5241,"GO:0005515","GO:0000266///GO:0007005///GO:0009060","GO:0005739","protein binding","mitochondrial fission///mitochondrion organization///aerobic respiration","mitochondrion",0.35441215,0.108,0.2959,-1.608482,-0.4760281,14.08,"MTFR2","mitochondrial fission regulator 2","DUFD1|FAM54A","protein-coding","ENSG00000146410","active","NC_000006.12","136231030","136253659","negative",5241,"GO:0005515","GO:0000266///GO:0007005///GO:0009060","GO:0005739","protein binding","mitochondrial fission///mitochondrion organization///aerobic respiration","mitochondrion","Downregulated"
124602,0.0237,0.00457,0.5303,-2.83615,-1.5039713,158.1,"KIF19","kinesin family member 19","KIF19A","protein-coding","ENSG00000196169","active","NC_000017.11","74326212","74355820","positive",3685,"GO:0003777///GO:0005524///GO:0008017///GO:0008574///GO:0016887","GO:0007018///GO:0060404///GO:0070462","GO:0005871///GO:0005874///GO:0005929///GO:0005930","microtubule motor activity///ATP binding///microtubule binding///plus-end-directed microtubule motor activity///ATP hydrolysis activity","microtubule-based movement///axonemal microtubule depolymerization///plus-end specific microtubule depolymerization","kinesin complex///microtubule///cilium///axoneme",0.81164632,0.6,0.6446,0.5249956,0.3383879,815.65,"KIF19","kinesin family member 19","KIF19A","protein-coding","ENSG00000196169","active","NC_000017.11","74326212","74355820","positive",3685,"GO:0003777///GO:0005524///GO:0008017///GO:0008574///GO:0016887","GO:0007018///GO:0060404///GO:0070462","GO:0005871///GO:0005874///GO:0005929///GO:0005930","microtubule motor activity///ATP binding///microtubule binding///plus-end-directed microtubule motor activity///ATP hydrolysis activity","microtubule-based movement///axonemal microtubule depolymerization///plus-end specific microtubule depolymerization","kinesin complex///microtubule///cilium///axoneme","Downregulated"
124857,0.000322,1.23e-05,0.5772,-4.37229,-2.5236883,23.78,"WFIKKN2","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2","GASP-1|WFDC20B|WFIKKNRP|hGASP-1","protein-coding","ENSG00000173714","active","NC_000017.11","50834584","50842353","positive",3866,"GO:0004867///GO:0005515///GO:0008191///GO:0048019///GO:0050431","GO:0001501///GO:0007179///GO:0010951///GO:0030512///GO:0032091///GO:0043392///GO:0055001///GO:0060021///GO:2000272","GO:0005615","serine-type endopeptidase inhibitor activity///protein binding///metalloendopeptidase inhibitor activity///receptor antagonist activity///transforming growth factor beta binding","skeletal system development///transforming growth factor beta receptor signaling pathway///negative regulation of endopeptidase activity///negative regulation of transforming growth factor beta receptor signaling pathway///negative regulation of protein binding///negative regulation of DNA binding///muscle cell development///roof of mouth development///negative regulation of signaling receptor activity","extracellular space",0.48335397,0.2,0.4314,1.2821747,0.5531665,32.08,"WFIKKN2","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2","GASP-1|WFDC20B|WFIKKNRP|hGASP-1","protein-coding","ENSG00000173714","active","NC_000017.11","50834584","50842353","positive",3866,"GO:0004867///GO:0005515///GO:0008191///GO:0048019///GO:0050431","GO:0001501///GO:0007179///GO:0010951///GO:0030512///GO:0032091///GO:0043392///GO:0055001///GO:0060021///GO:2000272","GO:0005615","serine-type endopeptidase inhibitor activity///protein binding///metalloendopeptidase inhibitor activity///receptor antagonist activity///transforming growth factor beta binding","skeletal system development///transforming growth factor beta receptor signaling pathway///negative regulation of endopeptidase activity///negative regulation of transforming growth factor beta receptor signaling pathway///negative regulation of protein binding///negative regulation of DNA binding///muscle cell development///roof of mouth development///negative regulation of signaling receptor activity","extracellular space","Downregulated"
144453,0.0117,0.00169,0.4342,-3.139483,-1.3633146,89.13,"BEST3","bestrophin 3","VMD2L3","protein-coding","ENSG00000127325","active","NC_000012.12","69643508","69699416","negative",6458,"GO:0003674///GO:0005254","GO:0008150///GO:0043271///GO:1902476","GO:0005886///GO:0034707","molecular_function///chloride channel activity","biological_process///negative regulation of ion transport///chloride transmembrane transport","plasma membrane///chloride channel complex",0.83026829,0.634,0.3493,-0.4758907,-0.1662523,72.98,"BEST3","bestrophin 3","VMD2L3","protein-coding","ENSG00000127325","active","NC_000012.12","69643508","69699416","negative",6458,"GO:0003674///GO:0005254","GO:0008150///GO:0043271///GO:1902476","GO:0005886///GO:0034707","molecular_function///chloride channel activity","biological_process///negative regulation of ion transport///chloride transmembrane transport","plasma membrane///chloride channel complex","Downregulated"
154092,0.0203,0.00368,0.4698,-2.90474,-1.3646841,23.05,"LINC01010","long intergenic non-protein coding RNA 1010","","ncRNA","ENSG00000236700","active","NC_000006.12","134437716","134504020","positive",2062,"","","","","","",0.61026224,0.323,0.5569,-0.9880458,-0.5502848,43.08,"LINC01010","long intergenic non-protein coding RNA 1010","","ncRNA","ENSG00000236700","active","NC_000006.12","134437716","134504020","positive",2062,"","","","","","","Downregulated"
157506,0.00198,0.000144,0.3354,-3.800945,-1.2746724,111.76,"RDH10","retinol dehydrogenase 10","SDR16C4","protein-coding","ENSG00000121039","active","NC_000008.11","73294602","73325281","positive",3959,"GO:0004745///GO:0005515///GO:0016616///GO:0052650","GO:0001523///GO:0001656///GO:0001701///GO:0002138///GO:0007601///GO:0008406///GO:0014032///GO:0031076///GO:0035115///GO:0042572///GO:0042574///GO:0043583///GO:0043584///GO:0048703///GO:0060431///GO:0060449///GO:1900054","GO:0005634///GO:0005737///GO:0005789///GO:0005811///GO:0016020","NAD-retinol dehydrogenase activity///protein binding///oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor///NADP-retinol dehydrogenase activity","retinoid metabolic process///metanephros development///in utero embryonic development///retinoic acid biosynthetic process///visual perception///gonad development///neural crest cell development///embryonic camera-type eye development///embryonic forelimb morphogenesis///retinol metabolic process///retinal metabolic process///ear development///nose development///embryonic viscerocranium morphogenesis///primary lung bud formation///bud elongation involved in lung branching///positive regulation of retinoic acid biosynthetic process","nucleus///cytoplasm///endoplasmic reticulum membrane///lipid droplet///membrane",0.20478168,0.0355,0.2878,-2.1022006,-0.6049488,122.98,"RDH10","retinol dehydrogenase 10","SDR16C4","protein-coding","ENSG00000121039","active","NC_000008.11","73294602","73325281","positive",3959,"GO:0004745///GO:0005515///GO:0016616///GO:0052650","GO:0001523///GO:0001656///GO:0001701///GO:0002138///GO:0007601///GO:0008406///GO:0014032///GO:0031076///GO:0035115///GO:0042572///GO:0042574///GO:0043583///GO:0043584///GO:0048703///GO:0060431///GO:0060449///GO:1900054","GO:0005634///GO:0005737///GO:0005789///GO:0005811///GO:0016020","NAD-retinol dehydrogenase activity///protein binding///oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor///NADP-retinol dehydrogenase activity","retinoid metabolic process///metanephros development///in utero embryonic development///retinoic acid biosynthetic process///visual perception///gonad development///neural crest cell development///embryonic camera-type eye development///embryonic forelimb morphogenesis///retinol metabolic process///retinal metabolic process///ear development///nose development///embryonic viscerocranium morphogenesis///primary lung bud formation///bud elongation involved in lung branching///positive regulation of retinoic acid biosynthetic process","nucleus///cytoplasm///endoplasmic reticulum membrane///lipid droplet///membrane","Downregulated"
157556,0.012,0.00175,0.3813,-3.129076,-1.1929726,17.47,"BAALC-AS2","BAALC antisense RNA 2","BAALCOS|C8orf56","ncRNA","","active","NC_000008.11","103132963","103141342","negative",496,"","","","","","",0.2403148,0.0484,0.2673,-1.9735988,-0.5275938,13,"BAALC-AS2","BAALC antisense RNA 2","BAALCOS|C8orf56","ncRNA","","active","NC_000008.11","103132963","103141342","negative",496,"","","","","","","Downregulated"
158434,0.0113,0.00162,0.3795,-3.153027,-1.1964942,24.13,"LOC158434","uncharacterized LOC158434","","ncRNA","ENSG00000275465","active","NC_000009.12","96106661","96116411","negative",2662,"","","","","","",0.74347125,0.49,0.3702,0.6907995,0.255718,27.78,"LOC158434","uncharacterized LOC158434","","ncRNA","ENSG00000275465","active","NC_000009.12","96106661","96116411","negative",2662,"","","","","","","Downregulated"
160492,0.00226,0.000173,0.3033,-3.755029,-1.1388735,19.33,"LMNTD1","lamin tail domain containing 1","IFLTD1|LMNARS1|PAS1C1","protein-coding","ENSG00000152936","active","NC_000012.12","25476082","25648604","negative",5623,"","GO:0008283","GO:0005635///GO:0005737///GO:0005882","","cell population proliferation","nuclear envelope///cytoplasm///intermediate filament",0.08520407,0.00659,0.3776,2.7168955,1.0258571,16.06,"LMNTD1","lamin tail domain containing 1","IFLTD1|LMNARS1|PAS1C1","protein-coding","ENSG00000152936","active","NC_000012.12","25476082","25648604","negative",5623,"","GO:0008283","GO:0005635///GO:0005737///GO:0005882","","cell population proliferation","nuclear envelope///cytoplasm///intermediate filament","Downregulated"
191585,0.0394,0.0091,0.425,-2.60813,-1.1084321,127.65,"PLAC4","placenta enriched 4","C21orf115|PRED78","ncRNA","ENSG00000280109","active","NC_000021.9","41175231","41185239","negative",10009,"","","","","","",0.58344765,0.293,0.3767,1.050718,0.3958184,149.24,"PLAC4","placenta enriched 4","C21orf115|PRED78","ncRNA","ENSG00000280109","active","NC_000021.9","41175231","41185239","negative",10009,"","","","","","","Downregulated"
195828,0.000576,2.73e-05,0.2736,-4.194516,-1.1478101,58.37,"ZNF367","zinc finger protein 367","AFF29|CDC14B|ZFF29","protein-coding","ENSG00000165244","active","NC_000009.12","96385941","96418639","negative",4851,"GO:0000978///GO:0000981///GO:0003700///GO:0046872","GO:0006357","GO:0005634///GO:0005654","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription factor activity///metal ion binding","regulation of transcription by RNA polymerase II","nucleus///nucleoplasm",0.91580966,0.803,0.2789,-0.2493433,-0.0695346,42.76,"ZNF367","zinc finger protein 367","AFF29|CDC14B|ZFF29","protein-coding","ENSG00000165244","active","NC_000009.12","96385941","96418639","negative",4851,"GO:0000978///GO:0000981///GO:0003700///GO:0046872","GO:0006357","GO:0005634///GO:0005654","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription factor activity///metal ion binding","regulation of transcription by RNA polymerase II","nucleus///nucleoplasm","Downregulated"
197259,0.000573,2.71e-05,0.3665,-4.196207,-1.5379049,60.74,"MLKL","mixed lineage kinase domain like pseudokinase","hMLKL","protein-coding","ENSG00000168404","active","NC_000016.10","74671855","74700889","negative",2660,"GO:0004672///GO:0004674///GO:0004706///GO:0005515///GO:0005524///GO:0019901///GO:0044877","GO:0006468///GO:0007166///GO:0051607///GO:0070207///GO:0070266///GO:0097527///GO:0097528","GO:0005634///GO:0005737///GO:0005829///GO:0005886///GO:0030054","protein kinase activity///protein serine/threonine kinase activity///JUN kinase kinase kinase activity///protein binding///ATP binding///protein kinase binding///protein-containing complex binding","protein phosphorylation///cell surface receptor signaling pathway///defense response to virus///protein homotrimerization///necroptotic process///necroptotic signaling pathway///execution phase of necroptosis","nucleus///cytoplasm///cytosol///plasma membrane///cell junction",0.6134606,0.327,0.3281,0.980601,0.3217722,93.91,"MLKL","mixed lineage kinase domain like pseudokinase","hMLKL","protein-coding","ENSG00000168404","active","NC_000016.10","74671855","74700889","negative",2660,"GO:0004672///GO:0004674///GO:0004706///GO:0005515///GO:0005524///GO:0019901///GO:0044877","GO:0006468///GO:0007166///GO:0051607///GO:0070207///GO:0070266///GO:0097527///GO:0097528","GO:0005634///GO:0005737///GO:0005829///GO:0005886///GO:0030054","protein kinase activity///protein serine/threonine kinase activity///JUN kinase kinase kinase activity///protein binding///ATP binding///protein kinase binding///protein-containing complex binding","protein phosphorylation///cell surface receptor signaling pathway///defense response to virus///protein homotrimerization///necroptotic process///necroptotic signaling pathway///execution phase of necroptosis","nucleus///cytoplasm///cytosol///plasma membrane///cell junction","Downregulated"
202299,0.106,0.0363,0.5462,-2.093672,-1.1436283,19.15,"LINC01554","long intergenic non-protein coding RNA 1554","C5orf27|FIS","ncRNA","ENSG00000236882","active","NC_000005.10","95852232","95860133","positive",1917,"","","","","","",0.97988342,0.953,0.4818,-0.0588733,-0.0283646,24.56,"LINC01554","long intergenic non-protein coding RNA 1554","C5orf27|FIS","ncRNA","ENSG00000236882","active","NC_000005.10","95852232","95860133","positive",1917,"","","","","","","Downregulated"
